az,mail,site,name,address,phone,categories,rating,reviews,latitude,longitude,placeid,website,claimed,opening_hours,addr1,addr2,addr3,addr4,addr5,addr6,addr7,thumbnail,search_string,state,upname,similar
ChIJTSGg4CHBnUcRexkW92qM1ow,Munzurkebapimbiss@gmail.com,https://munzur-kebap-imbiss.business.site/?utm_source=gmb&utm_medium=referral,Munzur Kebap & Imbiss,"Neuer Pl. 3, 82538 Geretsried, Germany",+49 8171 9977088,"Snack bar, Doner kebab restaurant, Fast food restaurant, Kebab shop, Vegetarian restaurant",5.0,41.0,47.8578,11.47843,ChIJTSGg4CHBnUcRexkW92qM1ow,https://munzur-kebap-imbiss.business.site/?utm_source=gmb&utm_medium=referral,yes,"Wednesday: 8AM–6:30PM, Thursday: 8AM–6:30PM, Friday: 8AM–6:30PM, Saturday: 9AM–4:30PM, Sunday: Closed, Monday: 8AM–6:30PM, Tuesday: 8AM–6:30PM",,Neuer Pl. 3,Neuer Pl. 3,Geretsried,82538.0,,DE,https://lh5.googleusercontent.com/p/AF1QipNCmuo0_BJUmaFADdSelGai6sG7AvGt1UuIBZYe=w129-h86-k-no,"restaurants,",Bayern,MUNZUR KEBAP & IMBISS,0.625
ChIJkY6qujYqoEcRCY75wb3rqko,amadeus-cafe@t-online.de,http://www.musikcafe-amadeus.de/,Musikcafe Amadeus,"Salzstadelpl. 5, 92224 Amberg, Germany",+49 9621 13693,"Restaurant, Mexican restaurant",4.6,342.0,49.4445,11.8584709,ChIJkY6qujYqoEcRCY75wb3rqko,http://www.musikcafe-amadeus.de/,yes,"Wednesday: 11AM–11:59PM, Thursday: 11AM–11:59PM, Friday: 5PM–1:01AM, Saturday: 5PM–1:01AM, Sunday: Closed, Monday: 11AM–11:59PM, Tuesday: 11AM–11:59PM",,Salzstadelpl. 5,Salzstadelpl. 5,Amberg,92224.0,,DE,https://lh5.googleusercontent.com/p/AF1QipNd9gCzkUl1ywhDddDrojhtLCj_kjmU-9HdM9vZ=w114-h86-k-no,"restaurants,",Bayern,MUSIKCAFE AMADEUS,0.3414634146341464
ChIJIe7na-f4oUcRft5H23dsb8c,mail@das-muskat.de,http://www.das-muskat.de/,Muskat,"Hauptstraße 60, 91054 Erlangen, Germany",+49 9131 974343,Restaurant,4.7,355.0,49.5998958,11.0031972,ChIJIe7na-f4oUcRft5H23dsb8c,http://www.das-muskat.de/,yes,"Wednesday: 12–11PM, Thursday: 12–11PM, Friday: 12–11PM, Saturday: 12–11PM, Sunday: 12–3PM, Monday: Closed, Tuesday: Closed",,Hauptstraße 60,Hauptstraße 60,Erlangen,91054.0,,DE,https://lh5.googleusercontent.com/p/AF1QipNEBlGY6zfjlknUrAMzRgNdI2Hu32JCx2uT0rwz=w114-h86-k-no,"restaurants near Erlangen, Germany",Bayern,MUSKAT,0.4166666666666667
ChIJC2v-Byr5oUcRW0Gql7PrqDM,info@myhao-restaurant.de,http://www.myhao-restaurant.de/,My Hao,"Karl-Zucker-Straße 18, 91052 Erlangen, Germany",+49 9131 4035166,"Vietnamese restaurant, Sushi restaurant",4.4,618.0,49.581241799999994,11.0055275,ChIJC2v-Byr5oUcRW0Gql7PrqDM,http://www.myhao-restaurant.de/,yes,"Wednesday: 11:30AM–2:30PM, Thursday: 11:30AM–2:30PM, Friday: 11:30AM–2:30PM, Saturday: 5:30–10:30PM, Sunday: 11:30AM–2:30PM, Monday: 11:30AM–2:30PM, Tuesday: 11:30AM–2:30PM",,Karl-Zucker-Straße 18,Karl-Zucker-Straße 18,Erlangen,91052.0,,DE,https://lh5.googleusercontent.com/p/AF1QipMZq6E2oMjLPBjVzxDeHDcX7b5T48hdCL2_GA6j=w152-h86-k-no,"restaurants near Erlangen, Germany",Bayern,MY HAO,0.2
ChIJbd-to7JXn0cRyeWjSgsLmE4,info@mythai-nuernberg.de,http://www.mythai-nuernberg.de/,My Thai Restaurant,"Johannisstraße 30a, 90419 Nürnberg, Germany",+49 911 93855388,Thai restaurant,4.6,268.0,49.4578769,11.066881500000001,ChIJbd-to7JXn0cRyeWjSgsLmE4,http://www.mythai-nuernberg.de/,yes,"Wednesday: 12–2:30PM, Thursday: 12–2:30PM, Friday: 12–2:30PM, Saturday: 12–2:30PM, Sunday: 12–2:30PM, Monday: Closed, Tuesday: 12–2:30PM",Mitte,Johannisstraße 30a,Johannisstraße 30a,Nuremberg,90419.0,,DE,https://lh5.googleusercontent.com/p/AF1QipMzZyf2dmP91rnoav24nVIIidJAqsdclceeppuv=w152-h86-k-no,restaurants,Bayern,MY THAI RESTAURANT,0.2380952380952381
ChIJW7-IUn1dnkcRGrBf_DWAM9E,mytyme@infopinseriamytyme.de,http://www.infopinseriamytime.de/,My Time,"Pettenkoferstraße 2, 85276 Pfaffenhofen an der Ilm, Germany",+49 1573 1450599,Pizza restaurant,5.0,7.0,48.5418725,11.511551400000002,ChIJW7-IUn1dnkcRGrBf_DWAM9E,http://www.infopinseriamytime.de/,yes,"Wednesday: 11:30AM–2PM, Thursday: 11:30AM–2PM, Friday: 11:30AM–2PM, Saturday: 11:30AM–2PM, Sunday: 11:30AM–2PM, Monday: 11:30AM–2PM, Tuesday: Closed",,Pettenkoferstraße 2,Pettenkoferstraße 2,Pfaffenhofen an der Ilm,85276.0,,DE,https://lh5.googleusercontent.com/p/AF1QipMwGriQ_k9ixxUn2PWn5SEwFaxOyFpKEISEJ6ZM=w94-h86-k-no,"restaurants,",Bayern,MY TIME,0.17142857142857146
ChIJixl8QWFrnEcRVcZ35BNnBN8,Luu70@me.com,http://www.indochina-kaufbeuren.de/Impressum.htm,My Wok,"Josef-Landes-Straße 40, 87600 Kaufbeuren, Germany",+49 8341 9548844,"Restaurant, Thai restaurant",3.5,30.0,47.8825987,10.6206205,ChIJixl8QWFrnEcRVcZ35BNnBN8,http://www.indochina-kaufbeuren.de/Impressum.htm,no,"Wednesday: 9:30AM–7:45PM, Thursday: 9:30AM–7:45PM, Friday: 9:30AM–7:45PM, Saturday: 9:30AM–7:45PM, Sunday: Closed, Monday: 9:30AM–7:45PM, Tuesday: 9:30AM–7:45PM",,Josef-Landes-Straße 40,Josef-Landes-Straße 40,Kaufbeuren,87600.0,,DE,https://lh5.googleusercontent.com/p/AF1QipO6t2Hf8t-NplVnavVbQYrCYmNdsT8QdIvZn6NZ=w114-h86-k-no,"restaurants,",Bayern,MY WOK,0.1111111111111111
ChIJLT6kZjgadkcRzFwAyNnxow4,info@mykonos-rosenheim.de,http://www.mykonos-rosenheim.de/,Mykonos - Griechisches Restaurant,"Innstraße 26, 83022 Rosenheim, Germany",+49 8031 9087908,"Greek restaurant, Beer garden, Mediterranean restaurant, Restaurant",4.6,447.0,47.854627,12.1314511,ChIJLT6kZjgadkcRzFwAyNnxow4,http://www.mykonos-rosenheim.de/,yes,"Wednesday: Closed, Thursday: 5:30–11PM, Friday: 5:30–11PM, Saturday: 5:30–11PM, Sunday: 11:30AM–2PM, Monday: Closed, Tuesday: 5:30–11PM",,Innstraße 26,Innstraße 26,Rosenheim,83022.0,,DE,https://lh5.googleusercontent.com/p/AF1QipN4Q4X2M8suHqrVfA99z4NjCnT9JvQgj7NyJuCP=w153-h86-k-no,"restaurants near Rosenheim, Germany",Bayern,MYKONOS - GRIECHISCHES RESTAURANT,0.4137931034482759
ChIJc30APxB5nEcRnmrqkmJiuYw,info@my-skylounge.de,http://www.my-skylounge.de/,mySkylounge Kempten,"Beethovenstraße 3-5, 87435 Kempten (Allgäu), Germany",+49 831 59030436,Restaurant,3.9,322.0,47.7238251,10.3151144,ChIJc30APxB5nEcRnmrqkmJiuYw,http://www.my-skylounge.de/,yes,,,Beethovenstraße 3-5,Beethovenstraße 3-5,Kempten,87435.0,,DE,https://lh5.googleusercontent.com/p/AF1QipO0Lrz586HXtAYcSlccoNDpTHCfWGrOEadqqnXL=w128-h86-k-no,"restaurants near Kempten, Germany",Bayern,MYSKYLOUNGE KEMPTEN,0.5641025641025641
ChIJFRbhUgiLn0cRqGFn-NiNTj4,info@mythos-schwandorf.de,http://mythos-schwandorf.de/,Mythos,"Spitzwegstraße 16, 92421 Schwandorf, Germany",+49 9431 3277,Greek restaurant,4.4,290.0,49.3288864,12.108612,ChIJFRbhUgiLn0cRqGFn-NiNTj4,http://mythos-schwandorf.de/,no,"Wednesday: 5–10PM, Thursday: 5–10PM, Friday: 5–10PM, Saturday: 5–10PM, Sunday: 11AM–2PM, Monday: Closed, Tuesday: 5–10PM",,Spitzwegstraße 16,Spitzwegstraße 16,Schwandorf,92421.0,,DE,https://lh5.googleusercontent.com/p/AF1QipOfpT1DpCqulpUUscKczWMCMIrcBURxUQBWv-7s=w86-h114-k-no,"restaurants,",Bayern,MYTHOS,0.3225806451612903
ChIJw6bKQuFXn0cRaqCvLQtKjS8,info@mythos-nbg.de,http://www.mythos-nbg.de/,Mythos Greek Restaurant,"Heroldsberger Weg 10, 90411 Nürnberg, Germany",+49 911 5298299,"Greek restaurant, Mediterranean restaurant, Restaurant",4.4,971.0,49.480583,11.1074742,ChIJw6bKQuFXn0cRaqCvLQtKjS8,http://www.mythos-nbg.de/,yes,"Wednesday: 11AM–2:30PM, Thursday: 11AM–2:30PM, Friday: 11AM–2:30PM, Saturday: 11AM–2:30PM, Sunday: 11AM–2:30PM, Monday: 11AM–2:30PM, Tuesday: 11AM–2:30PM",Nordwestliche Außenstadt,Heroldsberger Weg 10,Heroldsberger Weg 10,Nuremberg,90411.0,,DE,https://lh5.googleusercontent.com/p/AF1QipP310iGTlYRQHy4I0A8vxfPjekcc5fHa61MIkZ9=w114-h86-k-no,"restaurants,",Bayern,MYTHOS GREEK RESTAURANT,0.2926829268292683
ChIJ0VFSonj9oUcRRcGlDqtGV18,Hotel.Zurich.Airport@movenpick.com,https://www.movenpick.com/en/europe/germany/nuernberg/hotel-nuernberg/overview/?utm_source=google&utm_medium=local&utm_campaign=hotel-MHR-Nurnburg-Airport&y_source=1_MTUzNjI2OTEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,Mövenpick Hotel Nurnberg Airport,"Flughafenstraße 100, 90411 Nürnberg, Germany",+49 911 35010,Hotel,4.4,1258.0,49.493366200000004,11.080024900000002,ChIJ0VFSonj9oUcRRcGlDqtGV18,https://www.movenpick.com/en/europe/germany/nuernberg/hotel-nuernberg/overview/?utm_source=google&utm_medium=local&utm_campaign=hotel-MHR-Nurnburg-Airport&y_source=1_MTUzNjI2OTEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,yes,,Nordwestliche Außenstadt,Flughafenstraße 100,Flughafenstraße 100,Nuremberg,90411.0,,DE,//lh5.googleusercontent.com/proxy/qFw2eHsvqjiWEWZazL0-cyX3QTRZcSqqrrEL8zu_6_fi8pDQxLRi_L-bJ-nUmYp1Yk4csi5DiCjQ5uQ9TRCeDRY-TXPE0D0so9lW6NQOxtmmB_DHVeCvdnJmXG0mrZLTmhbZ7kFfd_ZEujqKXdGJl6-g_01U1A=w114-h86-k-no,"restaurants,",Bayern,MÖVENPICK HOTEL NURNBERG AIRPORT,0.42424242424242425
ChIJYY-onDETnkcReERuZoL-8Pk,hotel.munich.airport@movenpick.com,https://www.movenpick.com/en/europe/germany/munich/hotel-munich-airport/restaurants/restaurants/moevenpick-restaurant/?utm_source=google&utm_medium=local&utm_campaign=GLocal+movenpick-munich-rest,Mövenpick Restaurant,"Ludwigstraße 43, 85399 Hallbergmoos, Germany",+49 811 888516,Restaurant,4.2,58.0,48.3316001,11.742464,ChIJYY-onDETnkcReERuZoL-8Pk,https://www.movenpick.com/en/europe/germany/munich/hotel-munich-airport/restaurants/restaurants/moevenpick-restaurant/?utm_source=google&utm_medium=local&utm_campaign=GLocal+movenpick-munich-rest,yes,"Wednesday: 6–10AM, Thursday: 6–10AM, Friday: 6–10:30AM, Saturday: 6–10AM, Sunday: 6–10AM, Monday: 6–10AM, Tuesday: 6–10AM",,Ludwigstraße 43,Ludwigstraße 43,Hallbergmoos,85399.0,,DE,https://lh5.googleusercontent.com/p/AF1QipOWiPvr2CSqFm3y3LThCvlfO76R7GlywsIeAx3s=w152-h86-k-no,"restaurants,",Bayern,MÖVENPICK RESTAURANT,0.25925925925925924
ChIJAQCEqbfnokcRoKo9bzs-xf0,weingut@frankenwein-mueller.de,https://www.weingut-weinhotel-mueller.de/,Müller! Das Restaurant,"Am Marktpl. 12, 97762 Hammelburg, Germany",,Restaurant,0.0,0.0,50.1160009,9.8894224,ChIJAQCEqbfnokcRoKo9bzs-xf0,https://www.weingut-weinhotel-mueller.de/,no,"Saturday: 12–2PM, Sunday: 12–2PM, Monday: 12–2PM, Tuesday: 5–8:30PM, Wednesday: 12–2PM, Thursday: 12–2PM, Friday: 12–2PM",,Am Marktpl. 12,Am Marktpl. 12,Hammelburg,97762.0,,DE,,"restaurants,",Bayern,MÜLLER! DAS RESTAURANT,0.19230769230769232
ChIJH76I8xDLnUcRWsn41JQLCkM,info@muellers-lust.com,http://www.muellers-lust.com/,Müllers Lust,"Kirchstraße 1, 82396 Pähl, Germany",+49 8808 1596,"Restaurant, Italian restaurant",4.7,101.0,47.90506,11.17631,ChIJH76I8xDLnUcRWsn41JQLCkM,http://www.muellers-lust.com/,yes,"Saturday: 5–10PM, Sunday: 5–10PM, Monday: Closed, Tuesday: Closed, Wednesday: 5–10PM, Thursday: 5–10PM, Friday: 5–10PM",,Kirchstraße 1,Kirchstraße 1,Pähl,82396.0,,DE,https://lh5.googleusercontent.com/p/AF1QipPQXKlGHULFOLaYZow90erWdkG1OZsAQAUBHfAS=w86-h114-k-no,"restaurants,",Bayern,MÜLLERS LUST,0.4705882352941176
ChIJ5bY1d2zOo0cRHLsX05updbo,nfo@muenchnerhofbraeu-coburg.de,https://www.coburg-muenchnerhofbraeu.de/,Münchner Hofbräu,"Kleine Johannisgasse 8, 96450 Coburg, Germany",+49 9561 234923,"Restaurant, Bavarian restaurant, Franconian restaurant",4.1,466.0,50.25943970000001,10.9663055,ChIJ5bY1d2zOo0cRHLsX05updbo,https://www.coburg-muenchnerhofbraeu.de/,yes,"Wednesday: Closed, Thursday: 11AM–11PM, Friday: 11AM–11PM, Saturday: 11AM–11PM, Sunday: 11AM–3PM, Monday: 11AM–11PM, Tuesday: 11AM–11PM",,Kleine Johannisgasse 8,Kleine Johannisgasse 8,Coburg,96450.0,,DE,https://lh5.googleusercontent.com/p/AF1QipNlpGZPBqTXKZcTyrY6TJPSEumU3C65ixffwrST=w114-h86-k-no,"restaurants,",Bayern,MÜNCHNER HOFBRÄU,0.4680851063829787
ChIJy7XpIeWXnkcRYu30o09TK-U,info@n8Stallung.de,http://www.n8stallung.de/,N8 NachtStallung Restaurant,"Johannes-Haag-Straße 36, 86153 Augsburg, Germany",+49 821 4556566,"Restaurant, Bar, Coffee shop, Mediterranean restaurant, Pizza restaurant",4.5,631.0,48.3726028,10.9175288,ChIJy7XpIeWXnkcRYu30o09TK-U,http://www.n8stallung.de/,yes,"Wednesday: 5–10PM, Thursday: 5–10PM, Friday: 5–10PM, Saturday: 5–10PM, Sunday: Closed, Monday: Closed, Tuesday: 5–10PM",Augsburg-Innenstadt,Johannes-Haag-Straße 36,Johannes-Haag-Straße 36,Augsburg,86153.0,,DE,https://lh5.googleusercontent.com/p/AF1QipP-CSCK8MKFJKw1CErQFi8r7IGVDwazk_cWhSMc=w86-h86-k-no-pi0-ya250.85788-ro-0-fo100,restaurants Augsburg,Bayern,N8 NACHTSTALLUNG RESTAURANT,0.4444444444444444
ChIJmTI5BK3kdUcRJBlUxuCYf2U,namanh3107@yahoo.de,http://www.namanhbistro.de/,Nam Anh Asia Bistro,"Bahnhofstraße 13, 83555 Gars am Inn, Germany",+49 8073 9162498,Vietnamese restaurant,4.7,90.0,48.1472716,12.2986262,ChIJmTI5BK3kdUcRJBlUxuCYf2U,http://www.namanhbistro.de/,yes,"Saturday: 5–9PM, Sunday: 11AM–2:30PM, Monday: Closed, Tuesday: 11AM–2:30PM, Wednesday: 11AM–2:30PM, Thursday: 11AM–2:30PM, Friday: 11AM–2:30PM",Gars-Bahnhof,Bahnhofstraße 13,Bahnhofstraße 13,Gars,83555.0,,DE,https://lh5.googleusercontent.com/p/AF1QipOvIJU_K2EevNZeINxweQ6_RaTW4cWVJQ0aNJM1=w114-h86-k-no,restaurants,Bayern,NAM ANH ASIA BISTRO,0.3157894736842105
ChIJz-OGvFvfnUcRiYJWHpxESew,kontakt@namgiao-31.de,https://namgiao-31.de/,Nam Giao 31,"Maistraße 31, 80337 München, Germany",+49 89 59988033,"Vietnamese restaurant, Asian restaurant",4.6,740.0,48.129236799999994,11.562379400000001,ChIJz-OGvFvfnUcRiYJWHpxESew,https://namgiao-31.de/,yes,"Saturday: 5–10PM, Sunday: 5–10PM, Monday: 11:30AM–3PM, Tuesday: 11:30AM–3PM, Wednesday: 11:30AM–3PM, Thursday: 11:30AM–3PM, Friday: 11:30AM–3PM",Ludwigsvorstadt-Isarvorstadt,Maistraße 31,Maistraße 31,Munich,80337.0,,DE,https://lh5.googleusercontent.com/p/AF1QipM2ctUZzMAp_y-yfFoBbCgT07dzUZ9JB7TXItS4=w185-h86-k-no,"restaurants,",Bayern,NAM GIAO 31,0.4375
ChIJ-w5ICFS9nkcRFPlJK8ZN4BA,hello@namhoa.de,https://linktr.ee/NamHoaAugsburg,Nam Hoa Food & Bubble Tea Moritzplatz,"Maximilianstraße 22A, 86150 Augsburg, Germany",+49 821 5084015,"Asian restaurant, Bubble tea store, Takeout restaurant",4.0,104.0,48.36707,10.89819,ChIJ-w5ICFS9nkcRFPlJK8ZN4BA,https://linktr.ee/NamHoaAugsburg,yes,"Saturday: 11AM–8:30PM, Sunday: Closed, Monday: 11AM–8:30PM, Tuesday: 11AM–8:30PM, Wednesday: 11AM–8:30PM, Thursday: 11AM–8:30PM, Friday: 11AM–8:30PM",Augsburg-Innenstadt,Maximilianstraße 22A,Maximilianstraße 22A,Augsburg,86150.0,,DE,https://lh5.googleusercontent.com/p/AF1QipMnpEjSoGbzB_rwxl8txlMW-tcIElwxSWXBWMRg=w129-h86-k-no,"restaurants,",Bayern,NAM HOA FOOD & BUBBLE TEA MORITZPLATZ,0.2307692307692308
ChIJL2noggvBn0cRZ2wiT1aK2BY,info@namaste-regensburg.de,http://www.namaste-regensburg.de/,NAMASTE,"Schikanederstraße 2A, 93053 Regensburg, Germany",+49 941 70862626,Indian restaurant,4.5,876.0,49.009375,12.1009975,ChIJL2noggvBn0cRZ2wiT1aK2BY,http://www.namaste-regensburg.de/,yes,"Wednesday: 11:30AM–2:15PM, Thursday: 11:30AM–2:15PM, Friday: 11:30AM–2:15PM, Saturday: 11:30AM–2:30PM, Sunday: 11AM–10:30PM, Monday: 11:30AM–2:15PM, Tuesday: 11:30AM–2:15PM",Galgenberg,Schikanederstraße 2A,Schikanederstraße 2A,Regensburg,93053.0,,DE,https://lh5.googleusercontent.com/p/AF1QipNB3yB8ILJSxcv8s62reBTT0_t-akG0PGgrBthQ=w152-h86-k-no,restaurants Regensburg,Bayern,NAMASTE,0.0
ChIJG_nr5OpXn0cR5gkNsEHGzpk,info@namastenuremberg.de,https://namastenuremberg.de/,NAMASTE - Indisches Tandoori Grill und Curry Spezialitäten Restaurant,"Hirschelgasse 1, 90403 Nürnberg, Germany",+49 911 89685389,Indian restaurant,4.8,1018.0,49.4573905,11.0836291,ChIJG_nr5OpXn0cR5gkNsEHGzpk,https://namastenuremberg.de/,yes,"Wednesday: 12:01–2:30PM, Thursday: 12:01–2:30PM, Friday: 12:01–2:30PM, Saturday: 12:01–2:30PM, Sunday: 12:01–2:30PM, Monday: 12:01–2:30PM, Tuesday: 12:01–2:30PM",Mitte,Hirschelgasse 1,Hirschelgasse 1,Nuremberg,90403.0,,DE,https://lh5.googleusercontent.com/p/AF1QipNYh1O7ghLc5pAlJLgS1byfxueyUhPyzoNbZmnq=w152-h86-k-no,"restaurants,",Bayern,NAMASTE - INDISCHES TANDOORI GRILL UND CURRY SPEZIALITÄTEN RESTAURANT,0.21505376344086025
ChIJd1dSF7hVn0cRR4yAd7-PAH4,info@namasteindiafuerth.de,https://namasteindiafuerth.de/,Namaste Indisches Restaurant,"Schwabacher Str. 113, 90763 Fürth, Germany",+49 911 97122444,"Indian restaurant, Indian sizzler restaurant, Indian takeaway, Meat dish restaurant, Modern Indian restaurant, Vegan restaurant, Vegetarian restaurant",3.7,125.0,49.4659284,10.9859419,ChIJd1dSF7hVn0cRR4yAd7-PAH4,https://namasteindiafuerth.de/,yes,"Wednesday: 10:30AM–2:30PM, Thursday: 10:30AM–2:30PM, Friday: 10:30AM–2:30PM, Saturday: 11AM–11PM, Sunday: 11AM–11PM, Monday: 10:30AM–2:30PM, Tuesday: 10:30AM–2:30PM",,Schwabacher Str. 113,Schwabacher Str. 113,Fürth,90763.0,,DE,https://lh5.googleusercontent.com/p/AF1QipOBISV-qcmyzbzaMe2vEI98H60NoqoqBxi-ABK-=w114-h86-k-no,"restaurants,",Bayern,NAMASTE INDISCHES RESTAURANT,0.4814814814814815
ChIJWSIOIk4NdUcR5O5bL2zV9hM,info@namasteplattling.de,https://namasteplattling.de/,Namaste Indisches restaurant,"Bahnhofpl. 9, 94447 Plattling, Germany",+49 9931 9074458,Restaurant,4.5,99.0,48.77868,12.8641298,ChIJWSIOIk4NdUcR5O5bL2zV9hM,https://namasteplattling.de/,yes,"Wednesday: 11:30AM–2:30PM, Thursday: 11:30AM–2:30PM, Friday: 11:30AM–2:30PM, Saturday: 11:30AM–2:30PM, Sunday: 11:30AM–10PM, Monday: 5–10PM, Tuesday: 11:30AM–2:30PM",,Bahnhofpl. 9,Bahnhofpl. 9,Plattling,94447.0,,DE,https://lh5.googleusercontent.com/p/AF1QipOAyAGrWLWf98qtxtXWxnIuE4pNyCUNK5piK09O=w114-h86-k-no,"restaurants,",Bayern,NAMASTE INDISCHES RESTAURANT,0.3076923076923077
ChIJ8R2KmwVGnEcRWoXgAp14JX0,info@namaste-schongau.de,https://namaste-schongau.de/,Namaste Schongau Indisches Restaurant,"Oskar-von-Miller-Straße 10, 86956 Schongau, Germany",+49 8861 7136946,"Indian restaurant, Middle Eastern restaurant, Pizza delivery, South Asian restaurant",4.6,341.0,47.809002,10.8845776,ChIJ8R2KmwVGnEcRWoXgAp14JX0,https://namaste-schongau.de/,yes,"Saturday: 5:30–10PM, Sunday: 11:30AM–2:30PM, Monday: 11:30AM–2:30PM, Tuesday: 11:30AM–2:30PM, Wednesday: Closed, Thursday: 11:30AM–2:30PM, Friday: 11:30AM–2:30PM",,Oskar-von-Miller-Straße 10,Oskar-von-Miller-Straße 10,Schongau,86956.0,,DE,https://lh5.googleusercontent.com/p/AF1QipPJFD_UFLaO1eLoGRV5koTnvtArWJaHkiUcLwt8=w115-h86-k-no,"restaurants,",Bayern,NAMASTE SCHONGAU INDISCHES RESTAURANT,0.4918032786885246
ChIJG5xhq_9ynkcRkoCSvv6-pcw,nano.sushibar@gmail.com,http://www.nanosushi.de/,Nano Sushi,"Bürgerpl. 10, 85748 Garching bei München, Germany",+49 89 32669812,"Japanese restaurant, Ramen restaurant, Sushi restaurant",4.4,330.0,48.2501413,11.6511329,ChIJG5xhq_9ynkcRkoCSvv6-pcw,http://www.nanosushi.de/,yes,"Saturday: 5:30–10PM, Sunday: 5:30–9PM, Monday: 11:30AM–2PM, Tuesday: 11:30AM–2PM, Wednesday: 11:30AM–2PM, Thursday: 11:30AM–2PM, Friday: 11:30AM–2PM",,Bürgerpl. 10,Bürgerpl. 10,Garching,85748.0,,DE,https://lh5.googleusercontent.com/p/AF1QipPCargVBY9RqL6CPRIdVnWOz3fDRj4JM7Ivx8ez=w129-h86-k-no,"restaurants,",Bayern,NANO SUSHI,0.42424242424242425
ChIJU6GJ0jFVn0cR4SJLjAdj5Os,anfrage@napizza.de,http://www.napizza.de/,NAPIZZA FÜRTH,"Goethestraße 1, 90762 Fürth, Germany",+49 911 38437340,"Pizza restaurant, Italian restaurant, Neapolitan restaurant",4.9,350.0,49.4710698,10.9974445,ChIJU6GJ0jFVn0cR4SJLjAdj5Os,http://www.napizza.de/,yes,"Wednesday: 5–9PM, Thursday: 5–9PM, Friday: 5–10PM, Saturday: 5–10PM, Sunday: 5–9PM, Monday: Closed, Tuesday: 5–9PM",,Goethestraße 1,Goethestraße 1,Fürth,90762.0,,DE,https://lh5.googleusercontent.com/p/AF1QipPNeDLgzxTT2Tu8dSic0YjCb4E-KM_eAioi8l2j=w86-h114-k-no,restaurants,Bayern,NAPIZZA FÜRTH,0.0
ChIJRdDzwhB5nEcRREUlylgdKeA,info@naruto-kempten.de,https://www.naruto-kempten.de/,Naruto - Sushi and More,"August-Fischer-Platz 1, 87435 Kempten (Allgäu), Germany",+49 831 69712417,"Sushi restaurant, Japanese restaurant, Restaurant, Vietnamese restaurant",4.3,674.0,47.7214479,10.315055099999999,ChIJRdDzwhB5nEcRREUlylgdKeA,https://www.naruto-kempten.de/,yes,"Wednesday: 11AM–10PM, Thursday: 11AM–10PM, Friday: 11AM–10PM, Saturday: 11AM–10PM, Sunday: 12–10PM, Monday: 11AM–10PM, Tuesday: 11AM–10PM",,August-Fischer-Platz 1,August-Fischer-Platz 1,Kempten,87435.0,,DE,https://lh5.googleusercontent.com/p/AF1QipOXU6fBRFyEix1yautLuYW90uvNrk9jxMkkFviw=w114-h86-k-no,"restaurants near Kempten, Germany",Bayern,NARUTO - SUSHI AND MORE,0.3111111111111111
ChIJhxA6CJT3okcRlFi5N2uod1I,info@naturfreundehaus-schweinfurt.de,http://www.naturfreundehaus-schweinfurt.de/,Naturfreundehaus Schweinfurt,"Friedrich-Ebert-Straße 1, 97421 Schweinfurt, Germany",+49 9721 23298,"Restaurant, Franconian restaurant",4.4,833.0,50.0473251,10.224117300000001,ChIJhxA6CJT3okcRlFi5N2uod1I,http://www.naturfreundehaus-schweinfurt.de/,yes,"Wednesday: 11AM–9PM, Thursday: 11AM–9PM, Friday: 11AM–9PM, Saturday: 11AM–9PM, Sunday: 11AM–9PM, Monday: Closed, Tuesday: 11AM–9PM",,Friedrich-Ebert-Straße 1,Friedrich-Ebert-Straße 1,Schweinfurt,97421.0,,DE,https://lh5.googleusercontent.com/p/AF1QipOn0QoNm6quz10TO4KZtSgXvU319XIzQlwo7b1s=w86-h114-k-no,"restaurants near Schweinfurt, Germany",Bayern,NATURFREUNDEHAUS SCHWEINFURT,0.78125
ChIJn9TOa7mjoUcR0vGp1RBCnrQ,naupaka@naupaka.de,http://www.naupaka.de/,Naupaka,"Ludwigstraße 34, 95444 Bayreuth, Germany",+49 921 80029617,"Hawaiian restaurant, Bistro, Dessert restaurant, Takeout restaurant, Meat dish restaurant, Pacific Rim restaurant, Restaurant, Salad shop, Vegan restaurant, Vegetarian restaurant",4.8,119.0,49.9412196,11.5753909,ChIJn9TOa7mjoUcR0vGp1RBCnrQ,http://www.naupaka.de/,yes,"Wednesday: 11AM–9PM, Thursday: 11AM–9PM, Friday: 11AM–9PM, Saturday: 11AM–9PM, Sunday: 12–9PM, Monday: 11AM–9PM, Tuesday: 11AM–9PM",,Ludwigstraße 34,Ludwigstraße 34,Bayreuth,95444.0,,DE,https://lh5.googleusercontent.com/p/AF1QipPZ_c4ZBUUSZaQw9_BJ-AV0dmWnFUeCuBlS8e2K=w86-h86-k-no-pi-20-ya37.969418-ro-0-fo100,"restaurants near Bayreuth, Germany",Bayern,NAUPAKA,0.48
